-68,000000;2,112746;2,112746;2,112746;2,112746;2,112746;
-67,921150;2,078110;2,145705;-189,743423;-189,743271;1,917724;
-67,842300;2,043896;2,178665;-369,209503;-369,209656;1,729311;
-67,763451;2,010179;2,211625;-536,807373;-536,807129;1,547434;
-67,684601;1,976975;2,244585;-693,039368;-693,038818;1,372033;
-67,605751;1,944345;2,277544;-838,392578;-838,391785;1,203043;
-67,526901;1,912292;2,310504;-973,338562;-973,336731;1,040397;
-67,448051;1,880896;2,343464;-1098,331299;-1098,328979;0,884030;
-67,369202;1,850170;2,376424;-1213,808350;-1213,808472;0,733878;
-67,290352;1,820159;2,409384;-1320,203735;-1320,199585;0,589878;
-67,211502;1,790882;2,442343;-1417,915405;-1417,913208;0,451963;
-67,132652;1,762397;2,475303;-1507,343018;-1507,345459;0,320070;
-67,053802;1,734732;2,508263;-1588,881226;-1588,879639;0,194131;
-66,974953;1,707917;2,541223;-1662,884521;-1662,885132;0,074086;
-66,896103;1,681987;2,574182;-1729,721069;-1729,719116;-0,040135;
-66,817253;1,656994;2,607142;-1789,727295;-1789,724976;-0,148593;
-66,738403;1,632955;2,640102;-1843,236572;-1843,235107;-0,251355;
-66,659554;1,609900;2,673062;-1890,572876;-1890,570313;-0,348485;
-66,580704;1,587890;2,706021;-1932,041382;-1932,038208;-0,440047;
-66,501846;1,566914;2,738984;-1967,942749;-1967,940430;-0,526116;
-66,422997;1,547032;2,771944;-1998,554932;-1998,556763;-0,606738;
-66,344147;1,528285;2,804904;-2024,165771;-2024,167114;-0,681989;
-66,265297;1,510673;2,837863;-2045,037231;-2045,037598;-0,751929;
-66,186447;1,494251;2,870823;-2061,425293;-2061,424072;-0,816628;
-66,107597;1,479040;2,903783;-2073,573242;-2073,573242;-0,876148;
-66,028748;1,465073;2,936743;-2081,724609;-2081,723145;-0,930556;
-65,949898;1,452368;2,969702;-2086,103516;-2086,100098;-0,979913;
-65,871048;1,440979;3,002662;-2086,931152;-2086,925537;-1,024288;
-65,792198;1,430889;3,035622;-2084,412354;-2084,408691;-1,063745;
-65,713348;1,422167;3,068582;-2078,754639;-2078,753906;-1,098345;
-65,634499;1,414815;3,101542;-2070,157471;-2070,154541;-1,128157;
-65,555649;1,408871;3,134501;-2058,796631;-2058,798340;-1,153244;
-65,476799;1,404354;3,167461;-2044,862915;-2044,863525;-1,173673;
-65,397949;1,401286;3,200421;-2028,524414;-2028,523560;-1,189506;
-65,319099;1,399692;3,233380;-2009,943481;-2009,942505;-1,200809;
-65,240250;1,399600;3,266340;-1989,281982;-1989,278564;-1,207646;
-65,161400;1,401014;3,299300;-1966,687256;-1966,684082;-1,210084;
-65,082550;1,403974;3,332260;-1942,305908;-1942,304565;-1,208185;
-65,003700;1,408494;3,365220;-1916,278442;-1916,277954;-1,202016;
-64,924850;1,414584;3,398179;-1888,736816;-1888,737183;-1,191641;
-64,846001;1,422288;3,431139;-1859,809204;-1859,809814;-1,177124;
-64,767151;1,431594;3,464099;-1829,617554;-1829,617920;-1,158532;
-64,688301;1,442541;3,497058;-1798,277710;-1798,277100;-1,135927;
-64,609451;1,455129;3,530018;-1765,900024;-1765,897827;-1,109377;
-64,530602;1,469384;3,562978;-1732,590942;-1732,586670;-1,078944;
-64,451752;1,485318;3,595938;-1698,443726;-1698,443359;-1,044695;
-64,372902;1,502941;3,628897;-1663,570068;-1663,565430;-1,006692;
-64,294052;1,522268;3,661857;-1628,047119;-1628,043823;-0,965003;
-64,215202;1,543320;3,694817;-1591,964478;-1591,965088;-0,919691;
-64,136353;1,566093;3,727777;-1555,411255;-1555,413452;-0,870820;
-64,057503;1,590611;3,760736;-1518,464966;-1518,465820;-0,818458;
-63,978649;1,616876;3,793698;-1481,198120;-1481,196411;-0,762663;
-63,899799;1,644900;3,826658;-1443,682129;-1443,678955;-0,703509;
-63,820950;1,674687;3,859617;-1405,982056;-1405,979614;-0,641056;
-63,742100;1,706242;3,892577;-1368,161499;-1368,160889;-0,575369;
-63,663250;1,739584;3,925537;-1330,286499;-1330,283813;-0,506513;
-63,584400;1,774706;3,958497;-1292,404419;-1292,404785;-0,434553;
-63,505550;1,811620;3,991456;-1254,580200;-1254,577515;-0,359555;
-63,426701;1,850317;4,024416;-1216,853394;-1216,851929;-0,281581;
-63,347851;1,890813;4,057376;-1179,278320;-1179,276855;-0,200698;
-63,269001;1,933105;4,090336;-1141,896851;-1141,895508;-0,116970;
-63,190151;1,977194;4,123295;-1104,752808;-1104,751221;-0,030462;
-63,111301;2,023078;4,156255;-1067,882690;-1067,882202;0,058761;
-63,032448;2,070762;4,189217;-1031,325806;-1031,323975;0,150638;
-62,953598;2,120234;4,222176;-995,114197;-995,114380;0,245099;
-62,874748;2,171504;4,255136;-959,284912;-959,283081;0,342079;
-62,795898;2,224557;4,288095;-923,859314;-923,860413;0,441513;
-62,717049;2,279398;4,321055;-888,873047;-888,873535;0,543340;
-62,638199;2,336012;4,354015;-854,346069;-854,348022;0,647492;
-62,559349;2,394395;4,386975;-820,306580;-820,307556;0,753908;
-62,480499;2,454548;4,419934;-786,774536;-786,773315;0,862520;
-62,401649;2,516456;4,452894;-753,767456;-753,765076;0,973261;
-62,322800;2,580108;4,485854;-721,302856;-721,301270;1,086070;
-62,243950;2,645500;4,518814;-689,398071;-689,397583;1,200884;
-62,165100;2,712620;4,551774;-658,069214;-658,069092;1,317633;
-62,086250;2,781453;4,584733;-627,329407;-627,328979;1,436256;
-62,007401;2,851988;4,617693;-597,188721;-597,188660;1,556685;
-61,928551;2,924214;4,650653;-567,658875;-567,658813;1,678856;
-61,849701;2,998120;4,683613;-538,748108;-538,748108;1,802707;
-61,770851;3,073679;4,716573;-510,465271;-510,464172;1,928172;
-61,692001;3,150888;4,749532;-482,814148;-482,813690;2,055185;
-61,613152;3,229722;4,782492;-455,803070;-455,802063;2,183680;
-61,534302;3,310170;4,815452;-429,432526;-429,433197;2,313594;
-61,455452;3,392205;4,848412;-403,709717;-403,710510;2,444863;
-61,376598;3,475819;4,881373;-378,635712;-378,634918;2,577429;
-61,297749;3,560986;4,914332;-354,210022;-354,210083;2,711210;
-61,218899;3,647679;4,947292;-330,434937;-330,435181;2,846150;
-61,140049;3,735888;4,980252;-307,309479;-307,309540;2,982188;
-61,061199;3,825585;5,013212;-284,831970;-284,832153;3,119255;
-60,982349;3,916747;5,046171;-263,001678;-263,000702;3,257287;
-60,903500;4,009348;5,079131;-241,812927;-241,812500;3,396219;
-60,824650;4,103364;5,112091;-221,264359;-221,264175;3,535985;
-60,745800;4,198779;5,145051;-201,351410;-201,351578;3,676523;
-60,666950;4,295550;5,178010;-182,070099;-182,070007;3,817768;
-60,588100;4,393664;5,210970;-163,414108;-163,414352;3,959651;
-60,509251;4,493095;5,243930;-145,378738;-145,378708;4,102112;
-60,430401;4,593798;5,276890;-127,956841;-127,956970;4,245084;
-60,351551;4,695759;5,309850;-111,142311;-111,142342;4,388504;
-60,272701;4,798944;5,342809;-94,927826;-94,927727;4,532305;
-60,193851;4,903316;5,375769;-79,305656;-79,305603;4,676421;
-60,114998;5,008863;5,408731;-64,267525;-64,267395;4,820797;
-60,036148;5,115537;5,441690;-49,806377;-49,806286;4,965355;
-59,957298;5,223300;5,474650;-35,913021;-35,913040;5,110035;
-59,878448;5,332133;5,507609;-22,578762;-22,578804;5,254770;
-59,799599;5,442010;5,540569;-9,794534;-9,794521;5,399499;
-59,720749;5,552865;5,573529;2,449126;2,449126;5,544158;
-59,641899;5,664693;5,646129;14,161667;14,161673;5,688681;
-59,563049;5,777452;5,732885;25,352858;25,352840;5,833027;
-59,484200;5,891100;5,819641;36,032528;36,032509;5,977178;
-59,405350;6,005596;5,906397;46,210873;46,210743;6,121101;
-59,326500;6,120918;5,993153;55,897636;55,897686;6,264768;
-59,247650;6,237025;6,079909;65,103668;65,103645;6,408154;
-59,168800;6,353867;6,166665;73,839035;73,838989;6,551233;
-59,089951;6,471419;6,253421;82,114098;82,114182;6,693976;
-59,011101;6,589631;6,340177;89,939659;89,939766;6,836354;
-58,932251;6,708474;6,426932;97,326332;97,326263;6,978345;
-58,853401;6,827906;6,513688;104,284447;104,284325;7,119921;
-58,774551;6,947882;6,600444;110,824600;110,824501;7,261050;
-58,695702;7,068365;6,687200;116,957756;116,957535;7,401714;
-58,616852;7,189312;6,773956;122,694138;122,693924;7,541880;
-58,538002;7,310694;6,860712;128,044342;128,044312;7,681522;
-58,459152;7,432450;6,947468;133,019150;133,019348;7,820615;
-58,380299;7,554553;7,034228;137,629410;137,629623;7,959136;
-58,301449;7,676948;7,120984;141,885391;141,885345;8,097044;
-58,222599;7,799597;7,207739;145,797089;145,796997;8,234323;
-58,143749;7,922459;7,294496;149,375046;149,375061;8,370944;
-58,064899;8,045496;7,381251;152,630005;152,629700;8,506877;
-57,986050;8,168657;7,468007;155,571152;155,571228;8,642099;
-57,907200;8,291901;7,554763;158,209717;158,209579;8,776585;
-57,828350;8,415188;7,641519;160,554901;160,554932;8,910304;
-57,749500;8,538471;7,728275;162,617004;162,616974;9,043229;
-57,670650;8,661704;7,815031;164,405945;164,405716;9,175336;
-57,591801;8,784835;7,901787;165,930435;165,930557;9,306597;
-57,512951;8,907840;7,988543;167,201523;167,201202;9,436979;
-57,434101;9,030662;8,075298;168,227173;168,226990;9,566465;
-57,355247;9,153258;8,162059;169,017426;169,017242;9,695026;
-57,276398;9,275581;8,248815;169,581177;169,580994;9,822632;
-57,197548;9,397593;8,335570;169,927444;169,927353;9,949253;
-57,118698;9,519238;8,422326;170,064957;170,065018;10,074868;
-57,039848;9,640480;8,509082;170,003143;170,002777;10,199449;
-56,960999;9,761275;8,595838;169,749176;169,749207;10,322966;
-56,882149;9,881566;8,682594;169,312668;169,312607;10,445395;
-56,803299;10,001328;8,769350;168,701599;168,701279;10,566705;
-56,724449;10,120502;8,856106;167,923874;167,923294;10,686875;
-56,645599;10,239051;8,942862;166,986740;166,986526;10,805874;
-56,566750;10,356927;9,029617;165,899048;165,898743;10,923677;
-56,487900;10,474083;9,116373;164,668060;164,667603;11,040258;
-56,409050;10,590479;9,203129;163,300659;163,300400;11,155588;
-56,330200;10,706061;9,289885;161,804581;161,804550;11,269643;
-56,251350;10,820802;9,376641;160,186996;160,187042;11,382392;
-56,172501;10,934649;9,463397;158,454956;158,454849;11,493809;
-56,093651;11,047550;9,550153;156,614899;156,614716;11,603866;
-56,014801;11,159481;9,636909;154,673141;154,673248;11,712540;
-55,935951;11,270392;9,723665;152,637192;152,636887;11,819802;
-55,857101;11,380228;9,810421;150,511993;150,511902;11,925626;
-55,778252;11,488955;9,897177;148,304474;148,304413;12,029984;
-55,699402;11,596538;9,983932;146,020462;146,020294;12,132849;
-55,620552;11,702927;10,070688;143,665527;143,665359;12,234196;
-55,541698;11,808081;10,157448;141,245224;141,245117;12,334002;
-55,462849;11,911960;10,244204;138,765121;138,765152;12,432226;
-55,383999;12,014522;10,330959;136,231094;136,230820;12,528851;
-55,305149;12,115726;10,417716;133,647339;133,647079;12,623849;
-55,226299;12,215530;10,504472;131,019318;131,018982;12,717196;
-55,147449;12,313902;10,591228;128,351349;128,351212;12,808856;
-55,068600;12,410793;10,677983;125,648697;125,648651;12,898813;
-54,989750;12,506168;10,764740;122,915794;122,915596;12,987033;
-54,910900;12,599997;10,851496;120,156578;120,156548;13,073494;
-54,832050;12,692232;10,938251;117,375526;117,375542;13,158164;
-54,753201;12,782837;11,025007;114,576874;114,576820;13,241018;
